"";"sk_id";"clean_comments"
"304";1000303;"kopie van C Mate: Helemaal ziek in z n kop is die Rutte de WHO zegt geen lock down dus wat hij nu doet is om corona te rekken tot aan de verkiezingen in Maart 6250 doden door corona De oversterfte twee jaar terug was 9800 Zijn ze nou helemaal gek geworden Stelletje VN Agenda 21/ 2030 gekkies. De PCR test is geen test maar een verdubbelingsmethode: we nemen 1 molecuul daaraan kunnen we niets zien dan vermeerderen we deze 10x nog niets te zien 20x nog niets te zien 30x een paar positieve tests 35x dan zien we meer positieve tests 40x dan zien we in het lab nog meer positieven tests LET WEL ALS IK 60X VERMEERDER HEEFT IEDEREEN EEN POSITIEVE TEST Echt waar ik mag dit niet zeggen want er is geen gouden norm van hoeveel keer we vermeerderen maar deze methode gaan we gebruiken om aan te tonen dat het vaccin werkt: Richting de jaarwisseling gaan we vaker vermeerderen 40x 42x 43x zodat het lijkt of er steeds meer positieve tests zijn als er dan een vaccin is gaan we meer verminderen 37x 36x 35x dan daalt het aantal positieve tests Rutte en de andere VN Agenda 21 kornuiten zijn cht boeven .."
"305";1000304;"Winkels Horeca en theaters 30 maar voor kerken maken wu een uitzondering bv 600 per dag zo als in Staphorst dan nog de milieu doelen die niet gehaald worden om dat iedereen met de auto naar het werk gaan om dat ze bang zijn om besmet te raken in de trein "
"306";1000305;"1:16:54 ... reactie van de Jonge is goud... stuur je ze liever naar de kroeg dan naar school"
"307";1000306;"Wie wil om 9 uur een biertje doen ik trakteer"
"308";1000307;""
"309";1000308;""
"310";1000309;"Human Wellbeing Fund De enige vreedzame manier om de menselijke waardigheid vrijheid en rechtvaardigheid terug te krijgen is door invloed te kopen. Bedrijven en banken doen dit ook dus waarom wij niet Dit transparante fonds u kunt de inkomsten en uitgaven online volgen is van ons allemaal. De gelden worden bijvoorbeeld gebruikt voor: Een volkslobby opzetten in Brussel Washington en andere steden waar beslissingen over ons worden genomen zonder ons de mensen te raadplegen. Vertegenwoordiging bij de Verenigde Naties World Economic Forum in Davos De Bilderberg Vergadering Europese Unie G20 G7 enz. is bereid u de mensen van de 99 te vertegenwoordigen om aan onderhandelingstafels te gaan zitten wereldwijd ondersteund door de informatie de kennis van ons allemaal dus van Ieder1samen. Stop met mopperen schelden artikelen schrijven op Linkedin twitter of Youtube Uw moeizame en goedbedoelde inspanningen worden genegeerd. Regeringen luisteren niet zelfs niet naar Nobelprijswinnaars. Als u echt iets wilt veranderen deel dan uw informatie uw kennis en energie met Ieder1samen We roepen alle journalisten bloggers vloggers onderzoekers sociale ondernemers NGO s en activisten op om samen te werken via het Human Wellbeing Fund. Word lid en doneer wat u kunt missen Stelt u eens voor 1 dollar of Euro per week een miljard mensen"
"311";1000310;"Bootcampen binnen mag met 30 personen als je 1 5 meter afstand kunt houden. Dezelfde activiteit buiten mag maar met zijn vieren. Snap jij het snap ik het...."
"312";1000311;""
"313";1000312;"3 jaar lab school gedaan Tip: Was OOK gezicht nek oren armen en hang kleren bij thuiskomst buiten of bij afzuigers Virus laat los komt uren later in neus "
"314";1000313;""
"315";1000314;"Een samenleving heeft recht op competente bestuurders. Helaas is de meerderheid brandhout. Binnen 10 jaar zal in Nederland hetzelfde gebeuren als in Belarus. We gaan het Koningshuis wegsturen en de verantwoordelijke bestuurders opsluiten in de Gevangenis. Tevens gaan we de bezem door het fascistische Openbaar Ministerie en Politie halen"
"316";1000315;""
"317";1000316;""
"318";1000317;""
"319";1000318;""
"320";1000319;""
"321";1000320;"En koop ontsmet alcohol 80 en doe dat in verstuiver vernevelaar of plantenspuit en spuit voordat je je huis in gaat op kleding en boodschappen "
"322";1000321;""
"323";1000322;""
"324";1000323;""
"325";1000324;""
"326";1000325;"Ik kijk net op de RIVM: vorige week onder 60 jaar zijn er 59 opgenomen in het ziekenhuis. Dat is minder dan 9 per dag. We hebben in Nederland 302 ziekenhuizen Totaal 201 opnames: 1 nieuwe PATIENT / ZIEKENHUIS IN DE HELE WEEK. Er zijn vorige week onder de 60 jaar 2 mensen overleden aan corona waarschijnlijk met onderliggende klachten. WAAR ZIJN DIE LUI MEE BEZIG"
"327";1000326;"ben jullie hidden agenda wel beu. duurt me te lang al 9 maanden met deze onlogische maatregelen bezig en rutte je kon beter een clownspak dragen"
"328";1000327;""
"329";1000328;"Nice 36:14"
"330";1000329;""
"331";1000330;""
"332";1000331;""
"333";1000332;""
"334";1000333;""
"335";1000334;""
"336";1000335;""
"337";1000336;""
"338";1000337;""
"339";1000338;""
"340";1000339;""
"341";1000340;""
"342";1000341;"Ach Rutte doet toch even zijn zegje. Wat fijn die VN SDG agenda 2030"
"343";1000342;""
"344";1000343;""
"345";1000344;"Wat na 20:00 uur slecht is. Is ook voor 20:00 slecht. Alcohol Alcohol verzwakt de immuunsysteem. Tjah of je nou voor 20:00 Drinkt of na 20:00. wat slecht is. Blijft slecht"
"346";1000345;""
"347";1000346;"23:18 HUGO EXPOSED Het vaccin is er al maanden jongens Alles is n groot complot van de overheid Zie hier het bewijs & Frie de Piepol"
"348";1000347;""
"349";1000348;""
"350";1000349;""
"351";1000350;""
"352";1000351;""
"353";1000352;""
"354";1000353;""
"355";1000354;""
"356";1000355;""
"357";1000356;""
"358";1000357;""
"359";1000358;""
"360";1000359;""
"361";1000360;""
"362";1000361;"WWG1WGA"
"363";1000362;""
"364";1000363;""
"365";1000364;""
"366";1000365;""
"367";1000366;""
"368";1000367;"het rivm zegt zelf dat mondkapjes niet werken en onze overheid heeft in een persconferentie gezegd dat mondkapjes alleen zijn bedoeld om gedragsverandering bij mensen teweeg te brengen. Ik kan iemands parfum op 3 meter afstand nog ruiken dus wat is het volgende: verplicht 6 m afstand houden of een plastic zak over je kop trekken en dichtbinden Zielig "
"369";1000368;"Haha deze mensen willen dat ik een mondkapje op doe tijdens mijn les ben binnen 10 minuten al niet lekker van dat mondkapje laats staan een hele school dag"
"370";1000369;""
"371";1000370;""
"372";1000371;""
"373";1000372;"Waarom mogen pretparken dierentuinen en weekmarkten wel openblijven musea snap ik daarentegen wel Bij de pretparken houdt heel tokkend Nederland zich zeer zeker niet aan de 1.5 meter afstand en bij de weekmarkten waar extreem veel ouderen doorheen lopen is er al helemaal geen optie tot 1.5m. En ik zag helaas dat in meerdere grote steden het mensen ook niet boeit. Bijvoorbeeld Den Haag Eindhoven en Tilburg. Ik snap het echt niet. Gooi deze drie dan ook dicht want zo is het wel begrijpelijk dat horecaondernemers over de rooie zijn. "
"374";1000373;""
"375";1000374;"Hello everyone Many medical doctors say in the world Hydroxychloroquine Azithromycin antibiotic NAC elimination material of toxicity of Hydroxychloroquine Zinc clone restrain of covid 19 virus is best Covid 19 medicine in the world but by using within 48 hours from first infection time and over 48 hours from first infection time... Hydroxychloroquine of effect is not. if eat a Hydroxychloroquine after 48 hours from first infection time.. Hydroxychloroquine makes covid 19 virus to increase in body body of condition is to be dangerous thus people must eat a Hydroxychloroquine within 48 hours from first infection time. In other words... Do not eat Hydroxychloroquine after 48 hours from first infection time Eating Hydroxychloroquine in 48 hours from first infection have a top effect in prevention for binding and fusion of Covid 19. Most of people can t know the time that they are infected for Covid 19 because of asymptomatic infection. Most of people is difficult to eat Hydroxychloroquine within 48 hours from first infection time. because of they don t know the first time exactly that they were infected for Covid 19. Hydroxychloroquine prevent infection of Covid 19 in Extacellular and Binding. thus People must eat Hydroxychloroquine by purpose of prevention before they go to the school and to ride on subway and bus in many people. By using high dosage Hydroxychloroquine cardiac arrest heart attack stop and low blood pressure hypotension could be come. In using at high blood pressure hyperpiesia patient and glycosuria diabetes patient low dosage Hydroxychloroquine must be used and NAC acetylcysteline must be used by high dosage. but at a patient in tumor NAC must not be used By using Hydroxychloroquine at irregular pulse arrhythmia patient with Covid 19 virus irregular pulse could be increased. Pyramax Tab is perfect medicine than Hydroxychloroquine in the world. Pyramax Tab is medicine of south Korea. Pyramax Tab have a effect at all case of mild moderate patient. Eating a Pyramax Tab within 48 hours from first infection have a top effect in prevention for fusion of Covid 19. Pyramax Tab prevent Lung Fibrosis. Pyramax Tab prevent infection of Covid19 People must eat Pyramax Tab and Hydroxychloroquine by purpose of prevention before they go to the school and to ride on subway and bus in many people. Pyramax Tab is tablet to eat. Pyramax Tab don t have a side effect. recognized for malaria medicine by FDA Pyramax Tab is safe medicine. Remdesivir is a vermicide as Hydroxychloroquine. Remdesivir is developed for mild patient. Remdesivir is not developed for moderate patient. Remdesivir don t have a effect for moderate patient. Remdesivir have a serious side effect in 20 of patient. Dexamethasone is steroid medicine. Dexamethasone have a immunity decline action. because of immunity decline action Covid 19 virus could be increased in body. so that best Covid 19 medicine in the world is Pyramax Tab in South Korea. All of people in the world must eat Hydroxychloroquine Azithromycin antibiotic NAC acetylcysteline zinc for prevention and medical treatment within 48 hours from first infection but irregular pulse arrhythmia patient and high blood pressure hyperpiesia patient and glycosuria diabetes patient must be careful. All of people in the world must eat Pyramax Tab tablet for prevention and medical treatment Best Covid 19 medicine in the world is Pyramax Tab in South Korea We can end pandemic of covid 19 by using Pyramax Tab for prevention and medical treatment and Hydroxychloroquine Azithromycin antibiotic NAC acetylcysteline zinc for prevention and medical treatment within 48 hours from first infection --- At supplement medical treatment of Hydroxychloroquine and Pyramax Tab for Covid 19 High dosage vitamin C injection decrease the rate of death of Covid 19 for moderate and severe patient in hospital so that Inject high dosage vitamin C for moderate and severe patient in hospital"
"376";1000375;""
"377";1000376;"Mondkapjes zijn heel goed tegen corona. Ik zal het uitleggen: Die gaasjes voor je muil helpen niet maar geven een gevoel van veiligheid. Hierdoor gaan mensen dichter bij elkaar staan en besmetten ze elkaar beter. Aerosolen kunnen tot 8 meter dus dat is mooi. Zo loopt het aantal positief geteste mensen sneller op en krijg je eerder groepsimmuniteit. Wietolie zoals CBD en THC van de cannabisplant maken je ook weerbaarder tegen het virus maar remmen zo de groepsimmuniteit omdat je niet besmettelijk bent. Vandaar de Opiumwet die deze plant verbied. En nog iets Rutte zegt je handen kapot wassen. Dat is ook een heel goed dwingend advies want als je handen kapot zijn biedt je huid geen bescherming meer tegen het virus en raak je eerder besmet ook weer ten voordele van de groepsimmuniteit. Dus mensen luister naar de overheid Verlaag je weerstand sloop je huid kom dichter bij elkaar met een niet medisch mondkapje gebruik geen HCQ dat geneest te snel want zo krijgen we GROEPSIMMUNITEIT. Wees vooral niet zo egoïstisch om jouw eigen weerstand omhoog te brengen door het versterken van je immuunsysteem want anders krijgen we niet het aantal besmettingen en weet de media niet meer waar ze het over moeten hebben. Dan gaan ook zij failliet."
"378";1000377;""
"379";1000378;""
"380";1000379;""
"381";1000380;""
"382";1000381;"Achter de voordeur met andere woorden over 2 weken mag dus politie binnen vallen"
"383";1000382;"Angst media op z n 100. Mensen worden wakker"
"384";1000383;"Vraag: waarom niet winkeltijden verruimen om te spreiden Antwoord: Het effect van verruiming is dat meer mensen ook voor de kleine dingen toch gaan winkelen. Beperkte aantallen en tijden hebben als effect dat minder mensen voor kleine dingen eventjes langs twee of drie extra winkels gaan. Spreiding is een leuk concept maar niet zo effectief als het minder leuk maken en beperken van de mogelijkheid om te winkelen. Een koopavond stimuleert mensen om te gaan winkelen. Een beperking van de tijden gaat dat effect juist tegen. Zeker gecombineerd met onplezierige andere maatregelen zoals beperkte aantallen mondkapjes en extra controle op afstand houden. Uitgebreidere uitleg: Maatregelen: 1 Beperkt aantal mensen in de winkel afgestemd op 1.5 m afstand houden - nu ook strikter op toegezien 2 Directe sluiting als winkels de boel niet goed in de hand houden. 3 Beperkte openingstijden Effecten: 1a Minder mensen in de winkel op hetzelfde moment - minder contactmomenten in de winkel. 1b Minder mensen die voor de lol willen winkelen omdat je langer moet wachten en je je aan zo veel maatregelen moet houden. - mensen stellen kleine aankopen uit en kopen dan vaker meer dingen tegelijkertijd en vaker alleen als het echt nodig is. minder mensen op pad minder contactmomenten op straat en in de winkel 2 winkeliers zien er nog ten minste iets beter op toe dat mensen zich aan de regels houden. - meer mensen die zich aan de regels houden in deze binnenruimtes minder contactmomenten in de winkel 3 Combinatie met maatregel 1 betekend een nog beperkt er maximaal aantal mensen door de hele dag heen die de winkel kan bezoeken. - minder contactmomenten Resultaat: Op meerdere vlakken het beperken van algemene contactmomenten tussen het winkelend publiek. - minder mogelijke besmettingen yay D Hopelijk is het nu wat duidelijker -"
"385";1000384;"De hoeveelheid en ernst van de maatregelen staan parallel aan het aantal besmettingen waar het aantal besmettingen het gevolg is van mensen die zich niet aan de maatregelen houden. Het is niet wat het lijkt Meer besmettingen is meer en zwaardere maatregelen. Minder besmettingen is minder maatregelen. Minder maatregelen is dan weer meer besmettingen. Meer maatregelen zijn dan nodig voor minder besmettingen. Hierbij word er van uit gegaan dat wanneer mensen zich aan de regels zouden houden er geen besmettingen zijn en dat de genomen maatregelen ook daadwerkelijk alle besmettingen kunnen verkomen. Hoe weet Rutte dat de genomen maatregelen ook daadwerkelijk de verspreiding van het virus kunnen verkomen. En hoe weet Rutte dat het aantal besmettingen het gevolg is van mensen die zich niet aan de maatregelen houden. Kan de verspreiding van het virus worden volledig worden gestopt met de maatregelen. Indien de verspreiding van het virus niet volledig gestopt kan worden met meer en strengere maatregelen wat is dan het nut van maatregelen als deze niet de verspreiding van het virus compleet tegen gaan maar wel de gehele economie kapot maken met als gevolg meer schade door de maatregelen dan door het virus zelf Maatregelen welke de verspreiding van het virus niet geheel tegen kunnen gaan maar wel zorgen voor massale angst paniek en constante stress in de gehele samenleving verspreiden. Stress en angst zorgen dat het immuunsysteem minder goed werkt waardoor mensen sneller vatbaar zijn voor ziektes en virussen ziektes en virussen waar we constant aan worden blootgesteld. Wat ons hier tegen beschermd is ons immuunsysteem. Ziektes en Virussen op zich word niemand ziek van tenzij je een auto imuumziekte hebt waar bij het immuunsysteem niet goed werkt waardoor iemand meer vatbaar is en sneller ziek word van ziektes en virussen. Van 2012 tot 2013 zijn er 65000 duizend mensen in Nederland gestorven door de griep. Toen ging het land niet dicht. Nu zijn er ongeveer 7000 mensen in Nederland gestorven door het huidige virus. En het land gaat alweer op lockdown. Rutte stelt dat de maatregelen het gevolg zijn van besmettingen die weer het gevolg zijn van mensen die zich niet aan de regels houden. In deze stelling ligt verborgen dat het de schuld is van mensen dat het virus zich verspreidt dat het de schuld is van mensen dat er meer maatregelen komen. Terwijl Rutte ZELF deze maatregelen doorvoerde zonder ook maar enig ander alternatief zoals groepsimuniteit juist weer het land opendoen en leren leven met het virus. Dit is pure emotionele manipulatie chantage gaslighting het vervormen van de realiteit van mensen zodanig dat mensen de schuld die zei ervaren als gevolg van de maatregelen bij zichzelf neerleggen terwijl Rutte zelf de aanstichter is. Wat Rutte zegt hoe hij het zegt en wat hij ermee bereikt komt rechtstreeks uit een narsistisch handboek. Rutte heeft alle eigenschappen en voldoet aan alle check vinkjes zoals een narsistische psychopatische en patalogische leugenaar aan voldoet. Zweden heeft geen lockdown gehad en doet het kwam cijfers beter dan Nederland. Hoe kan dat. Hoe kan een land dat in vergelijking minder en minder ernstige maatregelen heeft minder besmettingen en een lager sterfte cijfer hebben. De maatregelen zijn niet de oplossing. Extra ziekenhuizen openen en de risico groepen kwa vatbaarheid voor dodelijke gevolgen van het virus extra te beschermen het land weer opengooien de economie weer laten draaien groepsimuniteit opbouwen het immuunsysteem het werk laten doen waarvoor het gemaakt is en verder gaan met leven is de beste manier vooruit. Maar dat zullen ze niet toelaten. Dus dan moet het maar op de gewelddadige manier. Onthoud mensen dat wij de regering hebben gekozen. Het volk hoeft geen verantwoording af te leggen aan de regering. De regering legt verantwoording af aan het volk. Regering van het volk voor het volk door het volk. Dat is democratie. Niet deze goochel show van emotionele massa manipulatie. Ze regeren met angst. Zo kun je niet vrij leven"
