,Unnamed: 0,sk_id,clean_comments,comment_lemma
137,138,1000137.0,Wat mij het meest irriteert aan dit soort maatregelen is dat het niets gaat oplossen. Ja de besmettingen gaan omlaag op korte termijn maar dan gaat er weer meer open dan gaan we even uitstellen en dan weer dit soort maatregelen terwijl er op een externe oplossing vaccin wordt gehoopt. Er is geen doel geen streven slechts eindeloze corona maatregelen in het vooruitzicht terwijl we dweilen met de kraan open. Waarom wordt er niet praktisch gekeken naar het probleem en proberen we met langere termijn oplossingen te komen Je zou zeggen dat we nu veel meer weten dan 7 maanden geleden. Zoals het inzetten van mensen die het virus al hebben gehad mensen die weinig risico lopen door laten gaan en het te laten krijgen. Of we nou op een vaccin wachten of niet we gaan hoe dan ook uit van groepsimmuniteit. Er worden miljarden besteed aan corona maatregelen maar weinig tot niets aan extra laboratoria en ziekenhuizen zelfs een loonverhoging of bonus zit er in die sector niet in. We weten corona cijfers van verschillende wijken maar doen daar letterlijk niets mee behalve er een politiek / ideologische discussie over te hebben . Nu moeten mondkapjes toch terwijl er de hele tijd werd gezegd dat die dingen niet werkte. Nog steeds wordt er weinig tot niets van verantwoordelijkheid bij mensen zelf neergelegd over algemene gezondheid. Of het nou gaat om obesitas roken drinken of vele andere dingen die mogelijk bij de gezondheid en specifiek dit virus kunnen helpen. Het enige wat er wordt gedaan is de vrijheid van mensen af te pakken en als ik om mij heen kijk denk ik niet dat veel mensen het deze keer weer zo serieus gaan nemen als de eerste keer. Nogmaals we hebben meer gerichte aanpak nodig een doel om naar te streven. Niet slechts collectief maar ook individueel. Anders zie ik hierin geen oplossing.,wat mij het veel irriteren aan dit soort maatregel is dat het niets gaan oplossen. Ja de besmetting gaan omlaag op kort termijn maar dan gaan er weer veel open dan gaan we even uitstellen en dan weer dit soort maatregel terwijl er op een extern oplossing vaccin worden hopen. Er is geen doel geen streven slechts eindeloos corona maatregel in het vooruitzicht terwijl we dweilen met de kraan open. waarom worden er niet praktisch kijken naar het probleem en proberen we met lang termijn oplossing te komen Je zullen zeggen dat we nu veel veel weten dan 7 maand geleden. zoals het inzetten van mens die het virus al hebben hebben mens die weinig risico lopen door laten gaan en het te laten krijgen. Of we nou op een vaccin wachten of niet we gaan hoe dan ook uit van groepsimmuniteit. Er worden miljard besteden aan corona maatregel maar weinig tot niets aan extra laboratorium en ziekenhuis zelfs een loonverhoging of bonus zitten er in die sector niet in. We weten corona cijfer van verschillend wijk maar doen daar letterlijk niets mee behalve er een politiek / ideologisch discussie over te hebben . Nu moeten mondkap toch terwijl er de heel tijd worden zeggen dat die ding niet werken. nog steeds worden er weinig tot niets van verantwoordelijkheid bij mens zelf neerleggen over algemeen gezondheid. Of het nou gaan om obesitas roken drinken of veel ander ding die mogelijk bij de gezondheid en specifiek dit virus kunnen helpen. het enig wat er worden doen is de vrijheid van mens af te pakken en als ik om mij heen kijken denken ik niet dat veel mens het deze keer weer zo serieus gaan nemen als de een keer. nogmaals we hebben veel richten aanpak nodigen een doel om naar te streven. niet slechts collectief maar ook individueel. anders zien ik hierin geen oplossing.
138,139,1000138.0,In welke omgevingen kan het virus niet tegen intensiteit zonlicht temperatuur zuurgraad luchtbeweging En waarom zouden die omgevingen niet gebouwd of gemaakt kunnen worden zodat mensen weer bij elkaar kunnen komen zonder die maatregelen,In welk omgeving kunnen het virus niet tegen intensiteit zonlicht temperatuur zuurgraad luchtbeweging En waarom zullen die omgeving niet bouwen of maken kunnen worden zodat mens weer bij elkaar kunnen komen zonder die maatregel
139,140,1000139.0,Tabloid Junkie,Tabloid Junkie
140,141,1000140.0,Wat een sadisme om zo n reclame van tevoren laten zien terwijl alle kroegen dicht moeten. ,wat een sadisme om zo n reclame van tevoren laten zien terwijl al kroeg dicht moeten. 
141,142,1000141.0,Aids Rutte,aids Rutte
142,143,1000142.0,We gaan in sneltempo ,We gaan in sneltempo 
143,144,1000143.0,2:32 I like that ,2:32 I like that 
144,145,1000144.0,Covid-19 is heel stom toch ,covid-19 is heel stom toch 
145,146,1000145.0,Wie vind dat die persconferenties altijd op herhalingen lijken..,wie vinden dat die persconferentie altijd op herhaling lijken..
146,147,1000146.0,De plannen van die twee satanisten en handlangers vallen in duigen want Jezus komt terug en snel ook,De plan van die twee satanist en handlanger vallen in duig want Jezus komen terug en snel ook
147,148,1000147.0,meer reclame bij deze publieke en extreem belangrijke video dan bij de gemiddelde onzin youtuber. SCHANDALIG Kan de mededeling nicht gewoon ongestoord volgen,veel reclame bij deze publiek en extreem belangrijk video dan bij de gemiddeld onzin youtuber. SCHANDALIG kunnen de mededeling nicht gewoon ongestoord volgen
148,149,1000148.0,Hoezo wisselen gebarentolk 10minuten voordat het is afgelopen,hoezo wisselen gebarentolk 10minuten voordat het is aflopen
149,150,1000149.0,Pers. conferentie ,pers. conferentie 
150,151,1000150.0,Hoe zit het met mensen die doof zijn want die hebben dus een groot probleem in deze maatschapij met mondkapjes. Deze mensen kunnne niet even bellen met een huisarts en kunnen niet langskomen bij de huisarts. Het is schandalig. ,hoe zitten het met mens die doof zijn want die hebben dus een groot probleem in deze maatschapij met mondkap. deze mens kunnne niet even bellen met een huisarts en kunnen niet langskomen bij de huisarts. het is schandalig. 
151,152,1000151.0,Ik ben me werk kwijt geef me geld,Ik zijn me werk kwijt geven me geld
152,153,1000152.0,neither ,neither 
153,154,1000153.0,Blijf zoveel mogelijk thuis maar de scholen blijven open,blijven zoveel mogelijk thuis maar de school blijven open
154,155,1000154.0,Woow woow ,woow woow 
155,156,1000155.0,En machiavellie schreef in de prince : wees niet trouw aan leiders die liegen . ,En machiavellie schrijven in de prince : wijzen niet trouw aan leider die liegen . 
156,157,1000156.0,Ik geloof er geen zak meer van,Ik geloven er geen zak veel van
157,158,1000157.0,Rutte: Ik geloof in de kerk . En wat ik begrepen heb is dat daar een uitzondering is om meer dan 30 man te hebben,Rutte: Ik geloven in de kerk . En wat ik begrijpen hebben is dat daar een uitzondering is om veel dan 30 man te hebben
158,159,1000158.0,Die schooiers zitten zwaaaaar aan de drugs,die schooier zitten zwaaaaar aan de drug
159,160,1000159.0,Als we nu eerst even beginnen met de operatie s die gepland staan doorgang te laten geven dan zijn er minder doden te betreuren.,als we nu eerst even beginnen met de operatie s die plan staan doorgang te laten geven dan zijn er minder dood te betreuren.
160,161,1000160.0,Spam gerapporteerd. Als jullie niet ophouden met het verspreiden van misinformatie dan gaat de volgende melding tevens naar de politie en de Raad van Journalistiek.,Spam rapporteren. als jullie niet ophouden met het verspreiden van misinformatie dan gaan de volgen melding tevens naar de politie en de raden van journalistiek.
161,162,1000161.0,De vragen zijn al voorbereid HA HA ha belachelijk clowns en DE circus van ROME.,De vragen zijn al voorbereiden HA HA ha belachelijk clown en DE circus van rome.
162,163,1000162.0,LEUGENAARSSS,LEUGENAARSSS
163,164,1000163.0,Gelukkig blijven de sportscholen open,gelukkig blijven de sportschool open
164,165,1000164.0,Waar zijn hun mondkapjes,waar zijn hun mondkap
165,166,1000165.0,Sinds wanner moet iemand beslissen hoeveel bezoek mag ik aannemen Je bent een als je precies doet wat die vrij metselaars masonen bedenken,sinds wanner moeten iemand beslissen hoeveel bezoek mogen ik aannemen Je zijn een als je precies doen wat die vrij metselaar masoon bedenken
166,167,1000166.0,2:44 Beautiful love u,2:44 Beautiful love u
167,168,1000167.0,we moeten thalnos terug zien te krijgen ipv rutte. we zijn zwaar overbevolkt,we moeten thalnos terug zien te krijgen ipv rutten. we zijn zwaar overbevolkt
168,169,1000168.0,10:43 has the best ,10:43 has the best 
169,170,1000169.0,dus je wilt me zeggen dat toen er mindere besmettingen waren alle scholen dicht moesten voor 6 maanden lang en nu staan we op nr.1 van de meeste besmettingen van europa en moeten we nog naar school,dus je willen me zeggen dat toen er min besmetting zijn al school dicht moeten voor 6 maand lang en nu staan we op nr.1 van de veel besmetting van europa en moeten we nog naar school
170,171,1000170.0,serieus ik hou niet van corona ,serieus ik houden niet van corona 
171,172,1000171.0,De mondkapjesplicht gaat nog niet in dus begrijp ik,De mondkapjesplicht gaan nog niet in dus begrijpen ik
172,173,1000172.0,Zegt Rutte nou dat er gelukkig veel positieve testen zijn,zeggen Rutte nou dat er gelukkig veel positief testen zijn
173,174,1000173.0,Ondanks de strenge lockdown in Frankrijk zijn de besmettingen daar weer op het oude nivo. De politiek en pro corona experts denken dat zij door deze maatregelen te nemen het virus kunnen afremmen. Het Coronavirus bestaat al jaren maar is gemuteerd dus nieuw . Virussen die luchtweginfecties veroorzaken zijn seizoensgebonden met hun pieken in de herfst/winter en dalen in de lente/zomer. Men wil horen wat men wil horen en voor wederhoor en wetenschappelijke onderbouwing is men doof. Leer ermee leven en isoleer/bescherm de kwetsbare groepen zoals viruloog Henrik Streeck aangeeft.,ondanks de streng lockdown in Frankrijk zijn de besmetting daar weer op het oud nivo. De politiek en pro corona expert denken dat zij door deze maatregel te nemen het virus kunnen afremmen. het coronavirus bestaan al jaar maar is muteren dus nieuw . virus die luchtweginfectie veroorzaken zijn seizoensgebonden met hun pieken in de herfst/winter en dalen in de lente/zomer. men willen horen wat men willen horen en voor wederhoor en wetenschappelijk onderbouwing is men doof. leren ermee leven en isoleren/beschermen de kwetsbaar groep zoals viruloog Henrik Streeck aangeven.
174,175,1000174.0,Hoi Mark Rutte ,Hoi Mark Rutte 
175,176,1000175.0,Hcq werkt gewoon criminelen,Hcq werken gewoon crimineel
176,177,1000176.0,Laten we dingen niet verzinnen en zeggen het is gwn we willen niet naar school,laten we ding niet verzinnen en zeggen het is gwn we willen niet naar school
177,178,1000177.0,Hoe zit t dan met de mensen die bijvoorbeeld afhankelijk van t OV zijn voor stages Kan dat dan ook gwn doorgaan Aangezien t OV beperkt gaat worden,hoe zitten t dan met de mens die bijvoorbeeld afhankelijk van t OV zijn voor stage kunnen dat dan ook gwn doorgaan aangezien t OV beperken gaan worden
178,179,1000178.0,Nog even een vraag zie steeds meer ongeruste berichten van artsen en specialisten over de maatregelen. Waarom word er niet gereageerd.op de brandbrieven Waarom moeten wij een mondkapje op het RIVM raadt het zelfs af. Daarbij lijden er in ons land ruim 600.000 mensen aan COPD kan het rechtvaardig zijn die mensen hun zuurstof nog verder te ontnemen Volgens mij staat de hele wereld in brand zie overal ter wereld demo s en daar word buitensporig geweld gebruikt ook in nederland door overheid Dus waarom al die bezorgdheid als alle mensenrechten geschonden worden. Ik heb genoten van de demo in berlijn met met anderhalfmiljoen mensen Robert Kenedy had een mooie toespraak is dat de Nederlandse pers ontgaan Niet erg professioneel.....,nog even een vragen zien steeds veel ongerust bericht van arts en specialist over de maatregel. waarom worden er niet reageren.op de brandbrief waarom moeten wij een mondkap op het RIVM raden het zelfs af. daarbij lijden er in ons land ruim 600.000 mens aan COPD kunnen het rechtvaardig zijn die mens hun zuurstof nog ver te ontnemen volgens mij staan de heel wereld in brand zien overal te wereld demo s en daar worden buitensporig geweld gebruiken ook in nederland door overheid dus waarom al die bezorgdheid als al mensenrecht schenden worden. Ik hebben genieten van de demo in berlijn met met anderhalfmiljoen mens Robert Kenedy hebben een mooi toespraak is dat de nederlands pers ontgaan niet erg professioneel.....
179,180,1000179.0,mmmm lekker croissantje smikkelen,mmmm lekker croissant smikkelen
180,181,1000180.0,Totale Lockdown Rutte en ONMIDDELIJK,totaal Lockdown Rutte en ONMIDDELIJK
181,182,1000181.0,Waarom doet de Koning niks,waarom doen de koning niks
182,183,1000182.0,Iedereen gaat dood maar niet iedereen leeft. Leven wordt onmogelijk gemaakt met deze maatregelen . Voor wat Iets wat op zijn hoogst weten we inmiddels niet meer dan andere halve normale griep is.,iedereen gaan dood maar niet iedereen leven. Leven worden onmogelijk maken met deze maatregel . voor wat iets wat op zijn hoog weten we inmiddels niet veel dan ander half normaal griep is.
183,184,1000183.0,I m Alone,I m Alone
184,185,1000184.0,Dus coffeeshops gaan ook dicht wtf hell no,dus coffeeshop gaan ook dicht wtf hell no
185,186,1000185.0,Pas op rond de avondtijd looptie buiten :0,pas op rond de avondtijd looptie buiten :0
186,187,1000186.0,Kan iemand mij antwoord geven waarom sommige regels meteen ingevoerd kunnen worden. En dat voor de mondkapjesplicht een wet gemaakt moet worden,kunnen iemand mij antwoord geven waarom sommig regel meteen invoeren kunnen worden. En dat voor de mondkapjesplicht een wet maken moeten worden
187,188,1000187.0,Angst is niet altijd de reden van mensen met een kwetsbaar gezondheid om niet naar buiten te gaan. Het kan ook een goed overwogen beslissing zijn uit wijsheid.,angst is niet altijd de reden van mens met een kwetsbaar gezondheid om niet naar buiten te gaan. het kunnen ook een goed overwegen beslissing zijn uit wijsheid.
188,189,1000188.0,En chineesjes stoppen met vleermuizen en rattenkeutels eten. Dringend advies. Houd het aub bij honden katten en slangen als het echt niet anders kan.,En chineesjes stoppen met vleermuis en rattenkeutel eten. dringend advies. houden het aub.bij hond kat en slang als het echt niet anders kunnen.
189,190,1000189.0,Puy . ,Puy . 
190,191,1000190.0,nee man omdat de coffeeshop eerder dicht gaat is het drukker geworden het kon beter tot 12 uur open blijven grote fout ,nee man omdat de coffeeshop eerder dicht gaan is het druk geworden het kunnen goed tot 12 uur open blijven groot fout 
191,192,1000191.0,Ik zal geduld hebben en niks drastisch ondernemen maar verschijnt een van die twee ofzo dan is er een gebroken kaak minstens voor ze ben het zooooo zat mensen wake up,Ik zullen geduld hebben en niks drastisch ondernemen maar verschijnen een van die twee ofzo dan is er een breken kaak minstens voor ze zijn het zooooo zitten mens wake up
192,193,1000192.0,Hey Trutten gaat goed joh.. in Nederland ,Hey Trutten gaan goed joh.. in Nederland 
193,194,1000193.0,Rutte: Het onderwijs is te belangrijk om te sluiten Maar beste meneer Rutte weet ook dat als hij de scholen nu niet sluit dat het over 2 weken gebeurd misschien moet u zelf realistisch worden.,Rutte: het onderwijs is te belangrijk om te sluiten maar goed Meneer Rutte weten ook dat als hij de school nu niet sluiten dat het over 2 week beuren misschien moeten u zelf realistisch worden.
194,195,1000194.0,Je eigen mening telt en heeft invloed. Blijf je eigen mening geven,Je eigen mening tellen en hebben invloed. blijven je eigen mening geven
195,196,1000195.0,Gelukkig zit Arjen van der Horst in de VS. Want wat die ellendeling er allemaal uitgooit in naam van de NOS is godgeklaagd. Maar zelfs in de VS is het opgevallen dat deze gast zo links is als een deurknop.,gelukkig zitten Arjen van der Horst in de VS. want wat die ellendeling er allemaal uitgooien in naam van de NOS is godgeklaagd. maar zelfs in de VS.is het opvallen dat deze gast zo links is als een deurknop.
196,197,1000196.0,Alles gebazeerd op cpr testsen. Die metode werkt niet Na 8 maanden ken ik NIEMAND met bevestigdt corona. Rive reagering en de WHO is corrupt,alles bazeren op cpr testsen. die metode werken niet Na 8 maand kennen ik NIEMAND met bevestigdt corona. Rive reagering en de WHO is corrupt
197,198,1000197.0,WHAAA DINEMOK KRIJG WE EEM LOCKDOWN OF WAT ik haat lockdown,WHAAA DINEMOK KRIJG WE eem LOCKDOWN OF wat ik haten lockdown
